Average Accuracy,18.31%
FirstGroup,Oracle,ExpandedFirstGroup,Accuracy,ElapsedTime
"HP:0006695, HP:0011468, HP:0008643, HP:0008271, HP:0000700, HP:0100639, HP:0001889, HP:0011468","HP:0000700, HP:0000802, HP:0003145, HP:0003784, HP:0011558, HP:0011796, HP:0012900","HP:0011468, HP:0011792, HP:0002664, HP:0006695, HP:0000118, HP:0001671, HP:0005346, HP:0005324, HP:0001871, HP:0033127, HP:0000700, HP:0001903, HP:0001626, HP:0011842, HP:0010972, HP:0002763, HP:0002898, HP:0000271, HP:0011794, HP:0012874, HP:0000153, HP:0000163, HP:0001972, HP:0000080, HP:0000078, HP:0031816, HP:0000164, HP:0008643, HP:0008271, HP:0001627, HP:0000924, HP:0030680, HP:0000119, HP:0001877, HP:0000152, HP:0040307, HP:0100639, HP:0001889, HP:0000234",14.29%,74.42629218101501
"HP:0003552, HP:0012864, HP:6000574, HP:0009740, HP:0004944, HP:0001288","HP:0000198, HP:0002061, HP:0008669, HP:0010967, HP:0100602, HP:0100858","HP:0001939, HP:0000153, HP:0009740, HP:0000078, HP:0012243, HP:0031816, HP:0001288, HP:0004944, HP:0025015, HP:0001626, HP:0002617, HP:0012862, HP:0003011, HP:0033353, HP:0000118, HP:0011804, HP:0000119, HP:0012863, HP:6000231, HP:0002597, HP:0000707, HP:0000152, HP:0003552, HP:0034684, HP:0012638, HP:0012864, HP:0033127, HP:0010286, HP:0100022, HP:0000197, HP:0000234, HP:0000271, HP:6000574, HP:0000163",0.0%,62.24062752723694
"HP:0012378, HP:0004324, HP:0000103, HP:0001959, HP:0000939, HP:0007552, HP:0008734, HP:0000347, HP:0000278","HP:0000135, HP:0000855, HP:0007627","HP:0001959, HP:0001507, HP:0008734, HP:0000708, HP:0009118, HP:0012243, HP:0000929, HP:0012378, HP:0012211, HP:0025142, HP:0000103, HP:0012590, HP:0011036, HP:0000077, HP:0011821, HP:0000118, HP:0000707, HP:0012638, HP:0000939, HP:0033127, HP:0011842, HP:0004348, HP:5200241, HP:0000277, HP:0030082, HP:0009124, HP:0000078, HP:0000347, HP:0003330, HP:0007552, HP:0011446, HP:0001001, HP:0000032, HP:0000050, HP:0010935, HP:0004323, HP:0004349, HP:0000924, HP:0000119, HP:0000079, HP:0040202, HP:0000811, HP:0030791, HP:0000152, HP:0004324, HP:0000234, HP:0000278, HP:0003549, HP:0011849",0.0%,88.25439691543579
"HP:0003287, HP:0002656, HP:0100495, HP:0010316, HP:0010587, HP:0000135","HP:0000026, HP:0006992, HP:0011551, HP:0011925, HP:0100091, HP:0100121, HP:0100495","HP:0001939, HP:0000135, HP:0010316, HP:0002652, HP:0000080, HP:0000078, HP:0011017, HP:0010587, HP:0005930, HP:0006705, HP:0003287, HP:0001702, HP:0001626, HP:0001627, HP:0100495, HP:0000924, HP:0000118, HP:0030680, HP:0011314, HP:0000119, HP:0100494, HP:0012103, HP:0001871, HP:0033127, HP:0001911, HP:0002656, HP:0010974, HP:0011842, HP:0001654, HP:0001881, HP:0011844",14.29%,71.0906286239624
"HP:0004791, HP:0100255, HP:0003074, HP:0003198, HP:0000028, HP:0001605, HP:0001369","HP:0001604, HP:0003649, HP:0003851, HP:0004791, HP:0008209, HP:0009169, HP:0012870, HP:3000008","HP:0002813, HP:0011014, HP:0011442, HP:0012243, HP:0002031, HP:0003011, HP:0000118, HP:0000028, HP:0011015, HP:0000707, HP:0012638, HP:0033127, HP:0011842, HP:0001367, HP:0000035, HP:0011844, HP:0003198, HP:0001939, HP:0012337, HP:0000078, HP:0000944, HP:0100255, HP:0003074, HP:0012718, HP:0000032, HP:0001605, HP:0004791, HP:0000924, HP:0011805, HP:0000119, HP:0000811, HP:0003470, HP:0001369, HP:0025031, HP:0011024",12.5%,94.75737190246582
"HP:0001406, HP:0000952, HP:0007750, HP:0007750, HP:0000218, HP:0012877, HP:0000020","HP:0000189, HP:0000514, HP:0002617, HP:0006342, HP:0007798, HP:0012877, HP:0200150","HP:0000478, HP:0001406, HP:0000479, HP:0000951, HP:0012372, HP:0010936, HP:0000118, HP:0004297, HP:0000174, HP:0000218, HP:0000014, HP:0000493, HP:0000952, HP:0000271, HP:0000163, HP:0000153, HP:0002012, HP:0001098, HP:0012874, HP:0000020, HP:0000080, HP:0000078, HP:0031816, HP:0007750, HP:0001005, HP:0001574, HP:0012875, HP:0008060, HP:0004329, HP:0000119, HP:0012877, HP:0000079, HP:0000009, HP:0001396, HP:0001392, HP:0000152, HP:0011354, HP:0000234, HP:0001103, HP:0011121, HP:0025031",14.29%,113.18493247032166
"HP:0001052, HP:0012622, HP:0100832, HP:0010442, HP:0000729","HP:0000329, HP:0000753, HP:0003238, HP:0005335, HP:0005572, HP:0006459, HP:0007710, HP:0010066","HP:0001052, HP:0002813, HP:0011844, HP:0000708, HP:0012622, HP:0011355, HP:0011446, HP:0025783, HP:0011297, HP:0000478, HP:0000729, HP:0012211, HP:0010935, HP:0003764, HP:0000951, HP:0000504, HP:0001574, HP:0000077, HP:0010442, HP:0000924, HP:0000118, HP:0000119, HP:0000079, HP:0000083, HP:0012373, HP:0000707, HP:0100832, HP:0012638, HP:0033127, HP:0011842, HP:0011121",0.0%,64.72085571289062
"HP:0003419, HP:0001288, HP:0000016, HP:0002650, HP:0009004, HP:0000853, HP:0010538, HP:0100007","HP:0005106, HP:0009798, HP:0010861, HP:0100520, HP:0100697, HP:0100857","HP:0012639, HP:0100007, HP:0030236, HP:0000925, HP:0000929, HP:0002650, HP:0011772, HP:0002679, HP:0010936, HP:0003011, HP:0000118, HP:0003418, HP:0000820, HP:0000707, HP:0000014, HP:0012638, HP:0000016, HP:0033127, HP:0000818, HP:0011842, HP:0009004, HP:0001460, HP:0001288, HP:0003419, HP:0000853, HP:0000924, HP:0009121, HP:0000119, HP:0011805, HP:0000079, HP:0000009, HP:0000759, HP:0010538, HP:0000152, HP:0010674, HP:0100022, HP:0000234",0.0%,85.82668781280518
"HP:0009734, HP:0001382, HP:0010830, HP:0002693, HP:0003074, HP:0100769, HP:0003774","HP:0002693, HP:0003074, HP:0003774, HP:0005186, HP:0006201, HP:0009734, HP:0010459, HP:0011811","HP:0005262, HP:0030060, HP:0011729, HP:0011014, HP:0033747, HP:0000929, HP:0011792, HP:0100769, HP:0003774, HP:0012211, HP:0002664, HP:0000077, HP:0000118, HP:0000083, HP:0000707, HP:0011843, HP:0003474, HP:0011015, HP:0012638, HP:0033127, HP:0030063, HP:0001367, HP:0010830, HP:0002693, HP:0011842, HP:0001939, HP:0012337, HP:0012622, HP:0003074, HP:0010935, HP:0001382, HP:0034430, HP:0030061, HP:0000924, HP:0000119, HP:0000079, HP:0000152, HP:0000234, HP:0009733, HP:0009734",50.0%,83.57838654518127
"HP:0012251, HP:0008069, HP:0007872, HP:0012390, HP:0002890, HP:0001363","HP:0005486, HP:0007872, HP:0011798, HP:0012251, HP:0012289, HP:0012390, HP:0100031","HP:0034915, HP:0011025, HP:0002890, HP:0012249, HP:0004378, HP:0001028, HP:0000929, HP:0100742, HP:0011772, HP:0012251, HP:0007872, HP:0001363, HP:0100031, HP:0000951, HP:0001574, HP:0000118, HP:0000818, HP:0002683, HP:0002597, HP:0000820, HP:0000152, HP:0008069, HP:0001626, HP:0012390, HP:0000234, HP:0003115, HP:0030956, HP:0025031",57.14%,69.50966596603394
"HP:0010493, HP:0012475, HP:0009718, HP:0010868","HP:0000065, HP:0000736, HP:0005363, HP:0006040, HP:0007704, HP:0009718, HP:3000077","HP:0012475, HP:0010493, HP:0009718, HP:0030060, HP:0011442, HP:0011443, HP:0004313, HP:0001251, HP:0005922, HP:0011792, HP:0005916, HP:0001155, HP:0010978, HP:0002664, HP:0040064, HP:0010868, HP:0002715, HP:0000118, HP:0009592, HP:0030061, HP:0010867, HP:0002817, HP:0000707, HP:0012638, HP:0030063, HP:0005368, HP:0009733, HP:0010701",14.29%,92.74934363365173
"HP:0001067, HP:0003394, HP:0031931, HP:0031607, HP:0000982, HP:0000932, HP:0000739, HP:0012378","HP:0000639, HP:0000931, HP:0007553, HP:0009538, HP:0100672, HP:0100697","HP:0031607, HP:0001067, HP:0000929, HP:0000739, HP:0012378, HP:0012547, HP:0000478, HP:0000972, HP:0007556, HP:0025142, HP:0000951, HP:0003011, HP:5200230, HP:0000118, HP:0011804, HP:0012373, HP:0000707, HP:0001438, HP:0012638, HP:0033127, HP:0000496, HP:0002693, HP:0008069, HP:0000962, HP:0000982, HP:0000932, HP:0011446, HP:0011368, HP:0001574, HP:0031931, HP:0001072, HP:0003394, HP:5200423, HP:0000152, HP:0000234, HP:0011121, HP:0025031, HP:5200401",0.0%,70.72044086456299
"HP:0000384, HP:0000498, HP:0004437, HP:0034769, HP:0000072","HP:0002790, HP:0004451, HP:0005520, HP:0008676, HP:0010607, HP:0012315, HP:0012367","HP:0032039, HP:0000309, HP:0000929, HP:0002795, HP:0000069, HP:0002088, HP:0000498, HP:0000383, HP:0012252, HP:0010935, HP:0030669, HP:0000384, HP:0000118, HP:0000119, HP:0000072, HP:0006530, HP:0000079, HP:0002086, HP:0002683, HP:0025633, HP:0000152, HP:0000271, HP:0000492, HP:0000315, HP:0004437, HP:0034769, HP:0000234, HP:0004426",0.0%,42.39957094192505
"HP:0030823, HP:0100569, HP:0003306","HP:0000265, HP:0008442, HP:0012857, HP:0100243","HP:0000591, HP:0003336, HP:0000925, HP:0003330, HP:0030823, HP:0000478, HP:0012372, HP:0000924, HP:0000118, HP:0009121, HP:0003306, HP:0033127, HP:0011842, HP:0100569, HP:0011849",0.0%,48.31054615974426
"HP:0000929, HP:0001719, HP:0004755, HP:0011875, HP:0009734, HP:0100525, HP:0001649, HP:0002666, HP:0000822, HP:0000739","HP:0000929, HP:0001676, HP:0009734, HP:0010479, HP:0011556, HP:0011693, HP:0011869","HP:0012639, HP:0100007, HP:0011563, HP:0011025, HP:0030060, HP:0010478, HP:0000929, HP:0000739, HP:0011792, HP:0001872, HP:0002664, HP:0011675, HP:0010936, HP:5200230, HP:0000118, HP:0011545, HP:0030972, HP:0000234, HP:0000707, HP:0001871, HP:0000014, HP:0000822, HP:0012638, HP:0030063, HP:0001626, HP:0004755, HP:0030956, HP:0001649, HP:0025487, HP:0001710, HP:0011446, HP:0032263, HP:0001719, HP:0001627, HP:0030061, HP:0030680, HP:0000119, HP:0000079, HP:0000759, HP:5200423, HP:0000152, HP:0100634, HP:0002666, HP:0011875, HP:0100525, HP:0009733, HP:0009734, HP:5200401",28.57%,73.68615770339966
"HP:0000929, HP:0000243, HP:0001324, HP:0010868, HP:0000496, HP:0200058, HP:0002797, HP:0430048, HP:0002514, HP:0003355","HP:0002514, HP:0002676, HP:0003355, HP:0003750, HP:0007944, HP:0010131, HP:0011714, HP:0200059","HP:0012639, HP:0011442, HP:0003110, HP:0430048, HP:0000929, HP:0011792, HP:0200058, HP:0000478, HP:0002664, HP:0012443, HP:0003011, HP:0010766, HP:0000118, HP:0011804, HP:0012373, HP:0000707, HP:0002514, HP:0012638, HP:0033127, HP:0000496, HP:0001251, HP:0011842, HP:0002683, HP:0025745, HP:0002011, HP:0001939, HP:0000243, HP:0011443, HP:0003330, HP:0100242, HP:0001324, HP:0010868, HP:0002060, HP:0000924, HP:0030448, HP:0010867, HP:0033354, HP:0002797, HP:0000152, HP:0003355, HP:0100547, HP:0000234",25.0%,116.73785185813904
"HP:0003474, HP:0003196, HP:0006872, HP:0001633, HP:0006465, HP:0009797, HP:0004054","HP:0000370, HP:0000460, HP:0001360, HP:0006051, HP:0010835, HP:0011571, HP:0011794, HP:0100912","HP:0009797, HP:0012639, HP:0008609, HP:0011001, HP:0000598, HP:0006705, HP:0012443, HP:0007364, HP:0000118, HP:0011314, HP:0005105, HP:0031703, HP:0000707, HP:0003474, HP:0000370, HP:0000234, HP:0012638, HP:0033127, HP:0001626, HP:0011842, HP:0004348, HP:0011844, HP:0000271, HP:0002011, HP:0003330, HP:0000366, HP:0004054, HP:0001627, HP:0006872, HP:0002060, HP:0030680, HP:0000924, HP:0003196, HP:0006465, HP:0000152, HP:0100547, HP:0001654, HP:0001633, HP:0011849",12.5%,72.50810313224792
"HP:0010442, HP:0002652, HP:0000772, HP:0009830, HP:0030692, HP:0005930, HP:0001631, HP:0000256","HP:0000244, HP:0000943, HP:0003384, HP:0009515, HP:0009734, HP:0010112, HP:0011556, HP:0012307","HP:0012639, HP:0002813, HP:0002652, HP:0000240, HP:0000765, HP:0040194, HP:0000929, HP:0011297, HP:0005930, HP:0000256, HP:0030692, HP:0000772, HP:0012443, HP:0001631, HP:0010442, HP:0000924, HP:0000118, HP:0009121, HP:0011314, HP:0001547, HP:0030680, HP:0001627, HP:0005120, HP:0000707, HP:0000152, HP:0000234, HP:0012638, HP:0033127, HP:0009830, HP:0011842, HP:0001626, HP:0011844, HP:0002011",0.0%,60.9349730014801
"HP:0012780, HP:0001332, HP:0012622, HP:0000612, HP:0007734, HP:0003974, HP:0001642","HP:0000112, HP:0004373, HP:0005093, HP:0007734, HP:0007748, HP:0009478, HP:0010882, HP:0012780","HP:0001332, HP:0011025, HP:0031653, HP:0007734, HP:0006503, HP:0000478, HP:0012211, HP:0003953, HP:0002664, HP:0000614, HP:0040064, HP:0030669, HP:0000077, HP:0012372, HP:0000118, HP:0000553, HP:0000083, HP:0012780, HP:0000707, HP:0012638, HP:0000315, HP:0006496, HP:0001626, HP:0011793, HP:0000271, HP:0032039, HP:0012622, HP:0031654, HP:0011482, HP:0003974, HP:0010935, HP:0000119, HP:0000079, HP:0002817, HP:0000612, HP:0001642, HP:0000525, HP:0000152, HP:0100022, HP:0000234",25.0%,80.97952079772949
"HP:0001000, HP:0002099, HP:0000961, HP:0002691, HP:0100012","HP:0000196, HP:0001636, HP:0002134, HP:0005469, HP:0007494, HP:0009919, HP:0012653","HP:0000929, HP:0002795, HP:0002691, HP:0002099, HP:0001000, HP:0002664, HP:0000951, HP:0001005, HP:0001574, HP:0000118, HP:0002086, HP:0100012, HP:0002683, HP:0000152, HP:0011354, HP:0000961, HP:0000234, HP:0011793, HP:0011121",0.0%,65.53840708732605
"HP:0001067, HP:0040261, HP:0001636, HP:0012088","HP:0009792, HP:0011653, HP:0012088, HP:0012252, HP:0100698, HP:3000033","HP:0001939, HP:0011563, HP:0001067, HP:0003110, HP:0001710, HP:0033072, HP:0040261, HP:3000033, HP:0000366, HP:0000951, HP:0001574, HP:0001626, HP:0040257, HP:0001627, HP:0000118, HP:0030680, HP:0011545, HP:0000152, HP:0008069, HP:0012088, HP:0000234, HP:0001636, HP:0000271, HP:0001739",33.33%,68.41939401626587
"HP:0009027, HP:0100502, HP:0006482, HP:0001319, HP:0005547, HP:0002861, HP:0004382, HP:0009027, HP:0100502","HP:0004382, HP:0005534, HP:0006346, HP:0009027, HP:0012058, HP:0012767, HP:0100502","HP:0009027, HP:0004382, HP:0040126, HP:0011792, HP:0001252, HP:0006705, HP:0006482, HP:0002664, HP:0004340, HP:0003011, HP:0003808, HP:0000118, HP:0011804, HP:0002861, HP:0100502, HP:0001871, HP:0033127, HP:0001654, HP:0001626, HP:0001881, HP:0000271, HP:0000163, HP:0001939, HP:0000153, HP:0004341, HP:0005547, HP:0032245, HP:0031816, HP:0001319, HP:0000164, HP:0001324, HP:0003690, HP:0001627, HP:0030680, HP:0100508, HP:0000152, HP:0000234, HP:0001633, HP:0001909",42.86%,104.46996641159058
"HP:0006695, HP:0011468, HP:0008643, HP:0008271, HP:0000700, HP:0100639, HP:0001889, HP:0011468","HP:0000700, HP:0000802, HP:0003145, HP:0003784, HP:0011558, HP:0011796, HP:0012900","HP:0011468, HP:0011792, HP:0002664, HP:0006695, HP:0000118, HP:0001671, HP:0005346, HP:0005324, HP:0001871, HP:0033127, HP:0000700, HP:0001903, HP:0001626, HP:0011842, HP:0010972, HP:0002763, HP:0002898, HP:0000271, HP:0011794, HP:0012874, HP:0000153, HP:0000163, HP:0001972, HP:0000080, HP:0000078, HP:0031816, HP:0000164, HP:0008643, HP:0008271, HP:0001627, HP:0000924, HP:0030680, HP:0000119, HP:0001877, HP:0000152, HP:0040307, HP:0100639, HP:0001889, HP:0000234",14.29%,74.66430163383484
"HP:0001159, HP:0001167, HP:0030431, HP:0001347, HP:0100584, HP:0005930","HP:0006685, HP:0007054, HP:0010001, HP:0010251, HP:0010260, HP:0012807, HP:0100777, HP:0200111","HP:0002813, HP:0011297, HP:0005930, HP:0001155, HP:0002664, HP:0030431, HP:0040064, HP:0001159, HP:0010622, HP:0001627, HP:0000924, HP:0000118, HP:0030680, HP:0011314, HP:0004306, HP:0002817, HP:0031826, HP:0001347, HP:0000707, HP:0012638, HP:0001167, HP:0033127, HP:0100584, HP:0100022, HP:0001626, HP:0011842, HP:0011793, HP:0011844",0.0%,64.53199076652527
"HP:0002861, HP:0002656, HP:0001159, HP:0007678, HP:0010310, HP:0003202, HP:0010913","HP:0000564, HP:0003724, HP:0005655, HP:0006505, HP:0009962, HP:0010913, HP:0011852, HP:0100826","HP:0002813, HP:0011792, HP:0002664, HP:0000614, HP:0011481, HP:0007678, HP:0001159, HP:0030669, HP:0003112, HP:0003011, HP:0000118, HP:0004354, HP:0002861, HP:0010892, HP:0000315, HP:0033127, HP:0011842, HP:0000271, HP:0011844, HP:0010912, HP:0003202, HP:0011032, HP:0001939, HP:0002652, HP:0012337, HP:0010310, HP:0032039, HP:0002202, HP:0032180, HP:0010913, HP:0011297, HP:0430071, HP:0000924, HP:0011805, HP:0000579, HP:0000152, HP:0002656, HP:0000234, HP:0033107, HP:0000969",12.5%,68.93526291847229
"HP:0000929, HP:0001719, HP:0004755, HP:0011875, HP:0009734, HP:0100525, HP:0001649, HP:0002666, HP:0000822, HP:0000739","HP:0000929, HP:0001676, HP:0009734, HP:0010479, HP:0011556, HP:0011693, HP:0011869","HP:0012639, HP:0100007, HP:0011563, HP:0011025, HP:0030060, HP:0010478, HP:0000929, HP:0000739, HP:0011792, HP:0001872, HP:0002664, HP:0011675, HP:0010936, HP:5200230, HP:0000118, HP:0011545, HP:0030972, HP:0000234, HP:0000707, HP:0001871, HP:0000014, HP:0000822, HP:0012638, HP:0030063, HP:0001626, HP:0004755, HP:0030956, HP:0001649, HP:0025487, HP:0001710, HP:0011446, HP:0032263, HP:0001719, HP:0001627, HP:0030061, HP:0030680, HP:0000119, HP:0000079, HP:0000759, HP:5200423, HP:0000152, HP:0100634, HP:0002666, HP:0011875, HP:0100525, HP:0009733, HP:0009734, HP:5200401",28.57%,73.4093599319458
"HP:0001339, HP:0000277, HP:0008188, HP:0002894, HP:0002683, HP:0001263, HP:0000821","HP:0000851, HP:0006818, HP:0010985, HP:0100757, HP:3000044, HP:3000055","HP:0012639, HP:0002012, HP:0002894, HP:0000929, HP:0001732, HP:0011772, HP:0008188, HP:0001263, HP:0011821, HP:0000118, HP:0025031, HP:0000821, HP:0030791, HP:0000820, HP:0000707, HP:0000152, HP:0000234, HP:0012638, HP:0001339, HP:0012759, HP:0000818, HP:0002536, HP:0002683, HP:0002926, HP:0002269, HP:0002011, HP:0012758, HP:0000277",0.0%,59.938302993774414
"HP:0012378, HP:0001824, HP:0000951, HP:0002094, HP:0001962, HP:0001324, HP:0030833, HP:0030863, HP:0000232, HP:0001159, HP:0001395, HP:0012029","HP:0000232, HP:0000454, HP:0001395, HP:0003288, HP:0005506, HP:0011939, HP:0012029, HP:0100646","HP:0001507, HP:0002813, HP:0004325, HP:0011025, HP:0030833, HP:0046506, HP:0002795, HP:0012378, HP:0011675, HP:0000232, HP:0025142, HP:0000951, HP:0001159, HP:0003011, HP:0000118, HP:0011804, HP:0002086, HP:0030863, HP:0012029, HP:0012531, HP:0410042, HP:0033127, HP:0001962, HP:0002793, HP:0001626, HP:0002094, HP:0000159, HP:0011842, HP:0030956, HP:0000271, HP:0011844, HP:0000163, HP:0000153, HP:0002012, HP:0001395, HP:0031816, HP:0011297, HP:0002098, HP:0001324, HP:0001574, HP:0004323, HP:0000178, HP:0000924, HP:0000818, HP:0001392, HP:0000152, HP:0001824, HP:0000234, HP:0025031",37.5%,120.29354524612427
"HP:0001744, HP:0000853, HP:0002683, HP:0004349, HP:0000822","HP:0000848, HP:0000939, HP:0001748, HP:0004491, HP:0005994","HP:0011025, HP:0003330, HP:0000929, HP:0011772, HP:0032263, HP:0001626, HP:0000853, HP:0004349, HP:0000924, HP:0000118, HP:0025031, HP:0030972, HP:0000820, HP:0000234, HP:0000152, HP:0003271, HP:0001438, HP:0000822, HP:0033127, HP:0000818, HP:0011842, HP:0002683, HP:0004348, HP:0001744, HP:0011849",0.0%,44.77491307258606
"HP:0006297, HP:0010194, HP:0008417, HP:0002797, HP:0000998, HP:0001081","HP:0002865, HP:0003204, HP:0006297, HP:0009633, HP:0010730, HP:0011980, HP:0012792, HP:0100472","HP:0000998, HP:0000925, HP:0011061, HP:0040064, HP:0006297, HP:0011138, HP:0001760, HP:0000118, HP:0005264, HP:0004297, HP:0010194, HP:0012437, HP:0033127, HP:0011842, HP:0002814, HP:0000271, HP:0000163, HP:0000153, HP:0002012, HP:0011362, HP:0003330, HP:0031816, HP:0010173, HP:0000164, HP:0006494, HP:0001081, HP:0001574, HP:0000924, HP:0009121, HP:0008417, HP:0025031, HP:0001392, HP:0002797, HP:0000152, HP:0003468, HP:0000682, HP:0001595, HP:0000234, HP:0008515",12.5%,87.47139596939087
"HP:0025388, HP:0001829, HP:0030853, HP:0002866, HP:0012905, HP:0003236","HP:0003363, HP:0008794, HP:0010211, HP:0011774, HP:0012544, HP:0012905, HP:0100808","HP:0001507, HP:0001939, HP:0011844, HP:0032180, HP:0025388, HP:0032039, HP:0012905, HP:0002867, HP:0040081, HP:0011772, HP:0000946, HP:0040064, HP:0001780, HP:0030669, HP:0003272, HP:0001760, HP:0000924, HP:0000118, HP:0001829, HP:0000820, HP:0002644, HP:0000152, HP:0000492, HP:0000234, HP:0000271, HP:0010876, HP:0000315, HP:0033127, HP:0030853, HP:0000818, HP:0003236, HP:0011842, HP:0002814, HP:0002866, HP:0011021",14.29%,68.1410059928894
"HP:0007712, HP:0000979, HP:0006347, HP:0002612, HP:0010663","HP:0000820, HP:0001135, HP:0002612, HP:0009417, HP:0011081, HP:0012691, HP:0100585","HP:0006347, HP:0000153, HP:0002012, HP:0012639, HP:0002612, HP:0001395, HP:0000163, HP:0031816, HP:0002011, HP:0000164, HP:0006482, HP:0001892, HP:0012443, HP:0000118, HP:0000691, HP:0001933, HP:0010662, HP:0001392, HP:0000152, HP:0000271, HP:0410042, HP:0001871, HP:0000707, HP:0100547, HP:0000234, HP:0000979, HP:0010663, HP:0025031, HP:0007712",14.29%,78.46333312988281
"HP:0100877, HP:0002997, HP:0002591, HP:0003749, HP:0000267, HP:0011467","HP:0001549, HP:0003749, HP:0004037, HP:0011326, HP:0011466, HP:0011783, HP:0100739","HP:0002012, HP:0000708, HP:0002997, HP:0000929, HP:0011446, HP:0003325, HP:0002591, HP:0100877, HP:0000267, HP:0010935, HP:0003749, HP:0100738, HP:0001324, HP:0000107, HP:0000077, HP:0012210, HP:0003011, HP:0000118, HP:0000119, HP:0011804, HP:0000079, HP:0040202, HP:0005264, HP:0004297, HP:0002683, HP:0000707, HP:0000152, HP:0001392, HP:0012638, HP:0012437, HP:0033127, HP:0011467, HP:0000234, HP:5200241, HP:0025031, HP:0011466",28.57%,79.23097729682922
"HP:0000303, HP:0034368, HP:0012109, HP:0000819, HP:0009812, HP:0000556","HP:0000307, HP:0002297, HP:0004904, HP:0004975, HP:0007937, HP:0009813, HP:0010474, HP:0012109","HP:0012109, HP:0001098, HP:0000501, HP:0000929, HP:0000303, HP:0000069, HP:0000478, HP:0000556, HP:0010935, HP:0040064, HP:0000479, HP:0012372, HP:0011821, HP:0004329, HP:0000118, HP:0000119, HP:0000818, HP:0000079, HP:0012373, HP:0002817, HP:0000819, HP:0030791, HP:0009812, HP:0000152, HP:0025633, HP:0006496, HP:0034368, HP:0000234, HP:0000277",12.5%,64.51958179473877
"HP:0010719, HP:0007033, HP:0002721, HP:0004415, HP:0002307","HP:0002307, HP:0002552, HP:0004960, HP:0010795, HP:0012176, HP:3000060","HP:0012639, HP:0001317, HP:0000153, HP:0010719, HP:0002721, HP:0004415, HP:0002795, HP:0011282, HP:0010978, HP:0030966, HP:0002088, HP:0004930, HP:0012252, HP:0001574, HP:0012443, HP:0011138, HP:0007033, HP:0004414, HP:0002715, HP:0000118, HP:0003781, HP:0002086, HP:0000707, HP:0000152, HP:0000271, HP:0002307, HP:0100755, HP:0031815, HP:0001595, HP:0000234, HP:0011283, HP:0002011",16.67%,54.75250482559204
"HP:0033434, HP:0001892, HP:0002656, HP:0009772, HP:0003737, HP:0009772, HP:0002197, HP:0000356","HP:0002392, HP:0003191, HP:0003548, HP:0009174, HP:0011248, HP:0011869, HP:0100919, HP:0100926","HP:0009772, HP:0004286, HP:0011001, HP:0000598, HP:0001892, HP:0003011, HP:0000118, HP:0011804, HP:0005105, HP:0031703, HP:0000707, HP:0001871, HP:0012638, HP:0033127, HP:0002197, HP:0011842, HP:0004348, HP:0000271, HP:0003800, HP:0001250, HP:0033434, HP:0002652, HP:0003330, HP:0004281, HP:0000366, HP:0004054, HP:0003737, HP:0000924, HP:0000356, HP:0000152, HP:0000419, HP:0002656, HP:0000234, HP:0011849",0.0%,66.03268313407898
"HP:0010885, HP:0006482, HP:0009466","HP:0002015, HP:0004121, HP:0004866, HP:0006344, HP:0009780, HP:0011871, HP:0100086","HP:0010885, HP:0000153, HP:0031816, HP:0001155, HP:0000164, HP:0006482, HP:0040064, HP:0004097, HP:0009466, HP:0000118, HP:0002817, HP:0011843, HP:0000152, HP:0001167, HP:0033127, HP:0000234, HP:0000271, HP:0000163",0.0%,87.41632413864136
"HP:0002716, HP:0001873, HP:0001878, HP:0001156, HP:0002153, HP:0004942, HP:0000458","HP:0000458, HP:0001873, HP:0002153, HP:0004804, HP:0004954, HP:0008940, HP:0010107, HP:0100780","HP:0001679, HP:0002813, HP:0100763, HP:0001872, HP:0025015, HP:0011004, HP:0000118, HP:0001878, HP:0000234, HP:0011895, HP:0001871, HP:0033127, HP:0004942, HP:0001903, HP:0003111, HP:0001626, HP:0011842, HP:0011844, HP:0000271, HP:0001939, HP:0032180, HP:0011297, HP:0001873, HP:0000458, HP:0002733, HP:0000366, HP:0002716, HP:0033353, HP:0010929, HP:0000924, HP:0001156, HP:0001877, HP:0011042, HP:0002597, HP:0011873, HP:0000152, HP:0010930, HP:0002153, HP:0011927, HP:0011875, HP:0004408",37.5%,58.363423109054565
"HP:0001260, HP:0001873, HP:0012385, HP:0002797, HP:0001118, HP:0003319, HP:0000220","HP:0000220, HP:0003319, HP:0007886, HP:0007935, HP:0009469, HP:0010417, HP:0011098, HP:0012526","HP:0000925, HP:0001872, HP:0000478, HP:0012385, HP:0012372, HP:0025792, HP:0000118, HP:0004328, HP:0003319, HP:0000174, HP:0000517, HP:0000707, HP:0000234, HP:0001371, HP:0001871, HP:0012638, HP:0100736, HP:0033127, HP:0030044, HP:0011842, HP:0000271, HP:0000163, HP:0000153, HP:0003330, HP:0031816, HP:4000072, HP:0011446, HP:0001873, HP:0001260, HP:0000220, HP:0000924, HP:0034434, HP:0009121, HP:0000518, HP:0002797, HP:0001118, HP:0011873, HP:0000152, HP:0034392, HP:0011875, HP:0002167, HP:0003549",25.0%,70.00261497497559
